Optical Parameter Monitor,,,,,Start angle scan
7.0.5319.1035,,,,,Angle = 360.00 deg
Delimiter Used: ; ';',,,,,Angle = 4.99 deg
,,,,,Angle = 10.00 deg
Start of Measurement ; 2/2/2026 15:24:15,,,,,Angle = 15.00 deg
Sample Interval ; 1 s,,,,,Angle = 20.00 deg
; PM100D 250305506,,,,,Angle = 25.00 deg
Type; PM100D,,,,,Angle = 30.01 deg
Serialnumber; P0046669,,,,,Angle = 35.01 deg
Sensor; S120C,,,,,Angle = 39.99 deg
SensorSerialnumber; 250305506,,,,,Angle = 44.99 deg
Wavelength / Responsivity; 633 nm,,,,,Angle = 50.00 deg
,,,,,Angle = 55.01 deg
;;;PM100D 250305506; ,,,,,Angle = 60.00 deg
Samples ;Date (MM/dd/yyyy) ;Time of day (hh:mm:ss) ;Power (W);,,,,,Angle = 65.01 deg
0; 2/2/2026; 15:24:15.696;0,10831,,,,Angle = 70.01 deg
1; 2/2/2026; 15:24:16.888;0,10821,,,,Angle = 75.01 deg
2; 2/2/2026; 15:24:17.908;0,10792,,,,Angle = 80.00 deg
3; 2/2/2026; 15:24:18.928;0,10808,,,,Angle = 85.00 deg
4; 2/2/2026; 15:24:19.943;0,16154,,,,Angle = 90.01 deg
5; 2/2/2026; 15:24:20.963;0,16151,,,,Angle = 95.02 deg
6; 2/2/2026; 15:24:21.976;0,16164,,,,Angle = 100.02 deg
7; 2/2/2026; 15:24:22.991;0,16146,,,,Angle = 105.00 deg
8; 2/2/2026; 15:24:23.999;0,1618,,,,Angle = 110.02 deg
9; 2/2/2026; 15:24:25.009;0,22328,,,,Angle = 115.02 deg
10; 2/2/2026; 15:24:26.029;0,2256,,,,Angle = 120.01 deg
11; 2/2/2026; 15:24:27.042;0,22607,,,,Angle = 125.01 deg
12; 2/2/2026; 15:24:28.062;0,2258,,,,Angle = 130.02 deg
13; 2/2/2026; 15:24:29.070;0,22583,,,,Angle = 135.03 deg
14; 2/2/2026; 15:24:30.081;0,22508,,,,Angle = 140.01 deg
15; 2/2/2026; 15:24:31.092;0,29861,,,,Angle = 145.02 deg
16; 2/2/2026; 15:24:32.111;0,29791,,,,Angle = 150.02 deg
17; 2/2/2026; 15:24:33.119;0,29848,,,,Angle = 155.01 deg
18; 2/2/2026; 15:24:34.131;0,29869,,,,Angle = 160.01 deg
19; 2/2/2026; 15:24:35.147;0,29833,,,,Angle = 165.01 deg
20; 2/2/2026; 15:24:36.160;0,37717,,,,Angle = 169.99 deg
21; 2/2/2026; 15:24:37.176;0,37603,,,,Angle = 174.99 deg
22; 2/2/2026; 15:24:38.183;0,37676,,,,Angle = 179.99 deg
23; 2/2/2026; 15:24:39.195;0,37696,,,,Scan finished
24; 2/2/2026; 15:24:40.205;0,37741,,,,
25; 2/2/2026; 15:24:41.226;0,3779,,,,
26; 2/2/2026; 15:24:42.242;0,45568,,,,
27; 2/2/2026; 15:24:43.255;0,45555,,,,
28; 2/2/2026; 15:24:44.266;0,45683,,,,
29; 2/2/2026; 15:24:45.283;0,45191,,,,
30; 2/2/2026; 15:24:46.297;0,45545,,,,
31; 2/2/2026; 15:24:47.312;0,52768,,,,
32; 2/2/2026; 15:24:48.332;0,53656,,,,
33; 2/2/2026; 15:24:49.351;0,53247,,,,
34; 2/2/2026; 15:24:50.362;0,53122,,,,
35; 2/2/2026; 15:24:51.375;0,53487,,,,
36; 2/2/2026; 15:24:52.390;0,53088,,,,
37; 2/2/2026; 15:24:53.400;0,59768,,,,
38; 2/2/2026; 15:24:54.419;0,59622,,,,
39; 2/2/2026; 15:24:55.429;0,60062,,,,
40; 2/2/2026; 15:24:56.452;0,59908,,,,
41; 2/2/2026; 15:24:57.465;0,59893,,,,
42; 2/2/2026; 15:24:58.476;0,64765,,,,
43; 2/2/2026; 15:24:59.504;0,65077,,,,
44; 2/2/2026; 15:25:00.527;0,65436,,,,
45; 2/2/2026; 15:25:01.543;0,65223,,,,
46; 2/2/2026; 15:25:02.560;0,6514,,,,
47; 2/2/2026; 15:25:03.574;0,65155,,,,
48; 2/2/2026; 15:25:04.592;0,68525,,,,
49; 2/2/2026; 15:25:05.610;0,68259,,,,
50; 2/2/2026; 15:25:06.624;0,68103,,,,
51; 2/2/2026; 15:25:07.642;0,68681,,,,
52; 2/2/2026; 15:25:08.660;0,68629,,,,
53; 2/2/2026; 15:25:09.675;0,67564,,,,
54; 2/2/2026; 15:25:10.690;0,69647,,,,
55; 2/2/2026; 15:25:11.710;0,69913,,,,
56; 2/2/2026; 15:25:12.740;0,70574,,,,
57; 2/2/2026; 15:25:13.766;0,70126,,,,
58; 2/2/2026; 15:25:14.778;0,70246,,,,
59; 2/2/2026; 15:25:15.791;0,68926,,,,
60; 2/2/2026; 15:25:16.801;0,6884,,,,
61; 2/2/2026; 15:25:17.813;0,69538,,,,
62; 2/2/2026; 15:25:18.827;0,69723,,,,
63; 2/2/2026; 15:25:19.837;0,6923,,,,
64; 2/2/2026; 15:25:20.848;0,69077,,,,
65; 2/2/2026; 15:25:21.855;0,66233,,,,
66; 2/2/2026; 15:25:22.865;0,66686,,,,
67; 2/2/2026; 15:25:23.876;0,66486,,,,
68; 2/2/2026; 15:25:24.888;0,6633,,,,
69; 2/2/2026; 15:25:25.902;0,66199,,,,
70; 2/2/2026; 15:25:26.918;0,61812,,,,
71; 2/2/2026; 15:25:27.930;0,61981,,,,
72; 2/2/2026; 15:25:28.942;0,61333,,,,
73; 2/2/2026; 15:25:29.955;0,60968,,,,
74; 2/2/2026; 15:25:30.968;0,6133,,,,
75; 2/2/2026; 15:25:31.978;0,61385,,,,
76; 2/2/2026; 15:25:32.988;0,55213,,,,
77; 2/2/2026; 15:25:33.996;0,55078,,,,
78; 2/2/2026; 15:25:35.008;0,55403,,,,
79; 2/2/2026; 15:25:36.018;0,55265,,,,
80; 2/2/2026; 15:25:37.032;0,5532,,,,
81; 2/2/2026; 15:25:38.038;0,48081,,,,
82; 2/2/2026; 15:25:39.051;0,48287,,,,
83; 2/2/2026; 15:25:40.063;0,48188,,,,
84; 2/2/2026; 15:25:41.074;0,48159,,,,
85; 2/2/2026; 15:25:42.087;0,48112,,,,
86; 2/2/2026; 15:25:43.094;0,41756,,,,
87; 2/2/2026; 15:25:44.104;0,39936,,,,
88; 2/2/2026; 15:25:45.118;0,40259,,,,
89; 2/2/2026; 15:25:46.131;0,40063,,,,
90; 2/2/2026; 15:25:47.141;0,39998,,,,
91; 2/2/2026; 15:25:48.151;0,40287,,,,
92; 2/2/2026; 15:25:49.162;0,32145,,,,
93; 2/2/2026; 15:25:50.176;0,3234,,,,
94; 2/2/2026; 15:25:51.190;0,32233,,,,
95; 2/2/2026; 15:25:52.204;0,32226,,,,
96; 2/2/2026; 15:25:53.219;0,32311,,,,
97; 2/2/2026; 15:25:54.232;0,24994,,,,
98; 2/2/2026; 15:25:55.243;0,2526,,,,
99; 2/2/2026; 15:25:56.258;0,25127,,,,
100; 2/2/2026; 15:25:57.270;0,25203,,,,
101; 2/2/2026; 15:25:58.284;0,25093,,,,
102; 2/2/2026; 15:25:59.294;0,2508,,,,
103; 2/2/2026; 15:26:00.309;0,18425,,,,
104; 2/2/2026; 15:26:01.327;0,18354,,,,
105; 2/2/2026; 15:26:02.340;0,18365,,,,
106; 2/2/2026; 15:26:03.358;0,18448,,,,
107; 2/2/2026; 15:26:04.374;0,18266,,,,
108; 2/2/2026; 15:26:05.393;0,12665,,,,
109; 2/2/2026; 15:26:06.411;0,12586,,,,
110; 2/2/2026; 15:26:07.428;0,12654,,,,
111; 2/2/2026; 15:26:08.446;0,12667,,,,
112; 2/2/2026; 15:26:09.465;0,12566,,,,
113; 2/2/2026; 15:26:10.479;8,8.43E-03,,,,
114; 2/2/2026; 15:26:11.482;8,2.08E-02,,,,
115; 2/2/2026; 15:26:12.495;8,1.62E-02,,,,
116; 2/2/2026; 15:26:13.509;8,1.63E-03,,,,
117; 2/2/2026; 15:26:14.519;8,2.01E-02,,,,
118; 2/2/2026; 15:26:15.529;5,4.52E-02,,,,
119; 2/2/2026; 15:26:16.551;4,7.95E-02,,,,
120; 2/2/2026; 15:26:17.575;4,8.33E-02,,,,
121; 2/2/2026; 15:26:18.590;4,8.21E-03,,,,
122; 2/2/2026; 15:26:19.601;4,8.18E-02,,,,
123; 2/2/2026; 15:26:20.614;4,7.86E-02,,,,
124; 2/2/2026; 15:26:21.616;2,5.02E-02,,,,
125; 2/2/2026; 15:26:22.631;2,5.00E-02,,,,
126; 2/2/2026; 15:26:23.649;2,5.15E-02,,,,
127; 2/2/2026; 15:26:24.662;2,5.04E-02,,,,
128; 2/2/2026; 15:26:25.673;2,4.62E-02,,,,
129; 2/2/2026; 15:26:26.689;1,1.04E-02,,,,
130; 2/2/2026; 15:26:27.703;1,1.23E-02,,,,
131; 2/2/2026; 15:26:28.716;1,1.08E-02,,,,
132; 2/2/2026; 15:26:29.728;1,1.17E-02,,,,
133; 2/2/2026; 15:26:30.738;1,1.15E-03,,,,
134; 2/2/2026; 15:26:31.752;3,8.33E-03,,,,
135; 2/2/2026; 15:26:32.773;3,7.47E-04,,,,
136; 2/2/2026; 15:26:33.799;3,8.02E-03,,,,
137; 2/2/2026; 15:26:34.807;3,7.14E-03,,,,
138; 2/2/2026; 15:26:35.820;3,7.02E-03,,,,
139; 2/2/2026; 15:26:36.840;3,7.47E-03,,,,
140; 2/2/2026; 15:26:37.849;8,2.33E-04,,,,
141; 2/2/2026; 15:26:38.871;8,1.83E-04,,,,
142; 2/2/2026; 15:26:39.890;8,2.44E-05,,,,
143; 2/2/2026; 15:26:40.904;8,1.81E-04,,,,
144; 2/2/2026; 15:26:41.931;8,7.07E-05,,,,
145; 2/2/2026; 15:26:42.954;1,4.99E-04,,,,
146; 2/2/2026; 15:26:43.973;1,4.99E-04,,,,
147; 2/2/2026; 15:26:44.986;1,4.99E-04,,,,
148; 2/2/2026; 15:26:46.000;1,5.01E-05,,,,
149; 2/2/2026; 15:26:47.011;1,5.00E-07,,,,
150; 2/2/2026; 15:26:48.023;2,4.79E-05,,,,
151; 2/2/2026; 15:26:49.036;2,4.81E-05,,,,
152; 2/2/2026; 15:26:50.051;2,6.69E-05,,,,
153; 2/2/2026; 15:26:51.063;2,6.12E-05,,,,
154; 2/2/2026; 15:26:52.074;2,6.20E-06,,,,
155; 2/2/2026; 15:26:53.087;2,1.95E-04,,,,
156; 2/2/2026; 15:26:54.097;2,7.53E-04,,,,
157; 2/2/2026; 15:26:55.107;2,7.49E-04,,,,
158; 2/2/2026; 15:26:56.118;2,7.72E-04,,,,
159; 2/2/2026; 15:26:57.133;2,7.50E-04,,,,
160; 2/2/2026; 15:26:58.148;2,7.59E-04,,,,
161; 2/2/2026; 15:26:59.161;5,6.75E-04,,,,
162; 2/2/2026; 15:27:00.176;5,6.47E-04,,,,
163; 2/2/2026; 15:27:01.193;5,6.55E-04,,,,
164; 2/2/2026; 15:27:02.206;5,6.98E-04,,,,
165; 2/2/2026; 15:27:03.217;5,6.28E-04,,,,
166; 2/2/2026; 15:27:04.232;2,1.91E-03,,,,
167; 2/2/2026; 15:27:05.252;2,2.03E-03,,,,
168; 2/2/2026; 15:27:06.266;2,2.00E-03,,,,
169; 2/2/2026; 15:27:07.282;2,1.93E-03,,,,
170; 2/2/2026; 15:27:08.298;2,1.85E-04,,,,
171; 2/2/2026; 15:27:09.315;2,2.00E-03,,,,
172; 2/2/2026; 15:27:10.327;6,9.63E-04,,,,
173; 2/2/2026; 15:27:11.342;6,9.92E-03,,,,
174; 2/2/2026; 15:27:12.355;6,1.00E-02,,,,
175; 2/2/2026; 15:27:13.366;6,9.39E-03,,,,
176; 2/2/2026; 15:27:14.375;6,9.52E-03,,,,
177; 2/2/2026; 15:27:15.384;1,7.10E-02,,,,
178; 2/2/2026; 15:27:16.395;1,7.09E-02,,,,
179; 2/2/2026; 15:27:17.405;1,7.14E-02,,,,
180; 2/2/2026; 15:27:18.415;1,7.08E-02,,,,
181; 2/2/2026; 15:27:19.425;1,7.11E-02,,,,
182; 2/2/2026; 15:27:20.437;3,4.71E-03,,,,
183; 2/2/2026; 15:27:21.448;3,4.80E-02,,,,
184; 2/2/2026; 15:27:22.460;3,4.80E-02,,,,
185; 2/2/2026; 15:27:23.475;3,4.75E-02,,,,
186; 2/2/2026; 15:27:24.487;3,4.68E-02,,,,
187; 2/2/2026; 15:27:25.498;3,4.70E-02,,,,
188; 2/2/2026; 15:27:26.510;6,1.97E-02,,,,
189; 2/2/2026; 15:27:27.522;6,1.91E-02,,,,
190; 2/2/2026; 15:27:28.536;6,1.95E-03,,,,
191; 2/2/2026; 15:27:29.546;6,1.98E-02,,,,
192; 2/2/2026; 15:27:30.556;6,1.82E-02,,,,
193; 2/2/2026; 15:27:31.570;9,9.96E-02,,,,
194; 2/2/2026; 15:27:32.582;0,1005,,,,
195; 2/2/2026; 15:27:33.591;0,10027,,,,
196; 2/2/2026; 15:27:34.601;0,10051,,,,
197; 2/2/2026; 15:27:35.614;0,10062,,,,
198; 2/2/2026; 15:27:36.628;0,10013,,,,
199; 2/2/2026; 15:27:37.643;0,10855,,,,
200; 2/2/2026; 15:27:38.652;0,10844,,,,
201; 2/2/2026; 15:27:39.660;0,10834,,,,
202; 2/2/2026; 15:27:40.669;0,1079,,,,
203; 2/2/2026; 15:27:41.678;0,10808,,,,
204; 2/2/2026; 15:27:42.687;0,10818,,,,
205; 2/2/2026; 15:27:43.700;0,10821,,,,
206; 2/2/2026; 15:27:44.710;0,10831,,,,
207; 2/2/2026; 15:27:45.725;0,10816,,,,
